period,quarter,order_no,po_count,pod,sales_order_no,supplier_id,product_id,ordered,amount_in_each,unit_price,amount,delivered,order_type,order_id,tax_code,transaction_no,location_id,order_date,posted,status,cost_centre,contract_id
201802,Q1,510118,0,4,8928836,12,298,3,3,40,120,3,Purchase Order,8928836,1,37553884,1,2018-05-21,120,F,1,15
201802,Q1,510118,0,3,8928836,12,299,4,4,40,160,4,Purchase Order,8928836,1,37553884,1,2018-05-21,160,F,1,15
201802,Q1,510118,0,2,8928836,12,300,2,2,40,80,2,Purchase Order,8928836,1,37553884,1,2018-05-21,80,F,1,15
201802,Q1,510118,0,5,8928836,12,301,1,1,40,40,1,Purchase Order,8928836,1,37553884,1,2018-05-21,40,F,1,15
201802,Q1,510118,0,6,8928836,12,302,1,1,40,40,1,Purchase Order,8928836,1,37553884,1,2018-05-21,40,F,1,15
201802,Q1,510118,1,1,8928836,12,303,1,1,40,40,1,Purchase Order,8928836,1,37553884,1,2018-05-21,40,F,1,15
201803,Q1,511711,0,13,8930847,12,304,1,1,40,40,1,Purchase Order,8930847,1,37554529,1,2018-06-05,40,O,1,15
201803,Q1,511711,0,12,8930847,12,305,1,1,40,40,1,Purchase Order,8930847,1,37554529,1,2018-06-05,40,O,1,15
201803,Q1,511711,1,1,8930847,12,306,2,2,40,80,2,Purchase Order,8930847,1,37554529,1,2018-06-05,80,O,1,15
201803,Q1,514274,1,1,8933186,12,307,1,1,40,40,0,Purchase Order,8933186,1,0,1,2018-06-27,0,O,1,15
201803,Q1,511711,0,14,8930847,12,308,1,1,40,40,1,Purchase Order,8930847,1,37554529,1,2018-06-05,40,O,1,15
201803,Q1,511711,0,11,8930847,12,309,3,3,40,120,3,Purchase Order,8930847,1,37554529,1,2018-06-05,120,O,1,15
201803,Q1,511711,0,10,8930847,12,310,3,3,40,120,3,Purchase Order,8930847,1,37554529,1,2018-06-05,120,O,1,15
201803,Q1,511711,0,9,8930847,12,311,1,1,40,40,1,Purchase Order,8930847,1,37554529,1,2018-06-05,40,O,1,15
201803,Q1,511711,0,8,8930847,12,312,2,2,40,80,2,Purchase Order,8930847,1,37554529,1,2018-06-05,40,O,1,15
201803,Q1,511711,0,4,8930847,12,313,3,3,40,120,3,Purchase Order,8930847,1,37554529,1,2018-06-05,120,O,1,15
201803,Q1,511711,0,5,8930847,12,314,4,4,40,160,4,Purchase Order,8930847,1,37554529,1,2018-06-05,160,O,1,15
201803,Q1,511711,0,2,8930847,12,315,1,1,40,40,1,Purchase Order,8930847,1,37554529,1,2018-06-05,40,O,1,15
201803,Q1,511711,0,3,8930847,12,316,2,2,40,80,2,Purchase Order,8930847,1,37554529,1,2018-06-05,80,O,1,15
201803,Q1,511711,0,7,8930847,12,317,1,1,40,40,1,Purchase Order,8930847,1,37554529,1,2018-06-05,40,O,1,15
201803,Q1,511711,0,6,8930847,12,318,1,1,40,40,1,Purchase Order,8930847,1,37554529,1,2018-06-05,40,O,1,15
201803,Q1,511699,0,11,8930841,12,319,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511711,0,15,8930847,12,320,1,1,250,250,1,Purchase Order,8930847,1,37554529,1,2018-06-05,250,O,1,15
201803,Q1,514274,0,2,8933186,12,321,1,1,250,250,1,Purchase Order,8933186,1,37555895,1,2018-06-27,250,O,1,15
201803,Q1,511699,0,10,8930841,12,322,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511699,0,7,8930841,12,323,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511711,0,20,8930847,12,324,1,1,250,250,1,Purchase Order,8930847,1,37554529,1,2018-06-05,250,O,1,15
201803,Q1,511711,0,19,8930847,12,325,1,1,250,250,1,Purchase Order,8930847,1,37554529,1,2018-06-05,250,O,1,15
201803,Q1,511711,0,18,8930847,12,326,1,1,250,250,1,Purchase Order,8930847,1,37554529,1,2018-06-05,250,O,1,15
201803,Q1,511711,0,22,8930847,12,327,1,1,250,250,1,Purchase Order,8930847,1,37554529,1,2018-06-05,250,O,1,15
201803,Q1,511699,0,9,8930841,12,328,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511699,0,8,8930841,12,329,2,2,250,500,2,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511711,0,21,8930847,12,330,1,1,250,250,1,Purchase Order,8930847,1,37554529,1,2018-06-05,250,O,1,15
201803,Q1,511711,0,17,8930847,12,331,1,1,250,250,1,Purchase Order,8930847,1,37554529,1,2018-06-05,250,O,1,15
201803,Q1,511711,0,16,8930847,12,332,1,1,250,250,1,Purchase Order,8930847,1,37554529,1,2018-06-05,250,O,1,15
201803,Q1,511699,0,4,8930841,12,333,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511699,0,3,8930841,12,334,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511699,1,1,8930841,12,335,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511699,0,2,8930841,12,336,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511699,0,5,8930841,12,337,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201803,Q1,511699,0,6,8930841,12,338,1,1,250,250,1,Purchase Order,8930841,1,37554530,1,2018-06-05,250,O,1,15
201804,Q2,517744,1,1,8935691,2,349,3,150,163,489,3,Purchase Order,8935691,1,0,1,2018-07-27,0,O,1,15
201803,Q1,511306,1,1,8930611,2,349,3,150,163,489,3,Purchase Order,8930611,1,31055052,1,2018-06-01,489,O,1,15
201801,Q1,506252,1,1,8926333,2,349,3,150,163,489,3,Purchase Order,8926333,1,31053467,1,2018-04-19,489,F,1,15
201803,Q1,511630,1,1,8930894,24,350,4,200,133.5,534,4,Purchase Order,8930894,1,31054952,1,2018-06-05,534,O,1,15
201801,Q1,504896,1,1,8925017,24,350,4,200,133.5,534,4,Purchase Order,8925017,1,31053070,1,2018-04-06,534,O,1,15
201802,Q1,510127,0,5,8929373,2,353,5,5,41.8,209,5,Purchase Order,8929373,1,31054494,1,2018-05-21,209,F,1,15
201802,Q1,510127,0,4,8929373,2,354,10,10,41.8,418,10,Purchase Order,8929373,1,31054494,1,2018-05-21,418,F,1,15
201804,Q2,516477,0,11,8935010,2,356,10,10,41.8,418,10,Purchase Order,8935010,1,31056566,1,2018-07-16,418,O,1,15
201802,Q1,510127,0,2,8929373,2,356,10,10,41.8,418,10,Purchase Order,8929373,1,31054494,1,2018-05-21,418,F,1,15
201802,Q1,510127,0,3,8929373,2,357,10,10,41.8,418,10,Purchase Order,8929373,1,31054494,1,2018-05-21,418,F,1,15
201801,Q1,504713,1,1,8924892,2,360,15,15,41.8,627,15,Purchase Order,8924892,1,31052938,1,2018-04-05,627,F,1,15
201801,Q1,506734,0,13,8926596,2,361,5,5,41.8,209,5,Purchase Order,8926596,1,31053602,1,2018-04-23,209,F,1,15
201804,Q2,517749,1,3,8935811,2,362,10,10,135,1350,10,Purchase Order,8935811,1,0,1,2018-07-27,0,O,1,15
201803,Q1,512359,1,1,8931507,2,362,22,22,135,2970,22,Purchase Order,8931507,1,31055090,1,2018-06-11,2640,F,1,15
201801,Q1,506035,1,1,8926055,2,362,20,20,135,2700,20,Purchase Order,8926055,1,31053428,1,2018-04-17,2400,F,1,15
201801,Q1,505444,0,4,8925474,2,362,4,4,135,540,4,Purchase Order,8925474,1,31053223,1,2018-04-11,480,F,1,15
201801,Q1,505165,0,4,8925111,2,362,20,20,135,2700,20,Purchase Order,8925111,1,31053454,1,2018-04-09,2400,O,1,15
201802,Q1,510132,0,8,8318912,33,363,24,96,18.43,442.32,0,Standing Order (ST),8318912,1,0,1,2018-05-21,0,O,1,15
201802,Q1,510132,0,5,8318912,33,363,24,96,18.43,442.32,0,Standing Order (ST),8318912,1,0,1,2018-05-21,0,O,1,15
201802,Q1,510132,0,2,8318912,33,363,24,96,18.43,442.32,24,Standing Order (ST),8318912,1,37555721,1,2018-05-21,442.32,O,1,15
201803,Q1,513548,0,1,8932448,36,364,4,20,0.01,0,4,Purchase Order,8932448,1,0,1,2018-06-20,0,O,1,15
201803,Q1,513548,0,3,8932448,36,364,2,10,138.75,277.5,2,Purchase Order,8932448,1,37554782,1,2018-06-20,277.5,O,1,15
201801,Q1,506705,1,1,8926594,36,364,6,30,138.75,832.5,6,Purchase Order,8926594,1,37552794,1,2018-04-23,832.5,F,1,15
201802,Q1,510132,0,9,8318912,33,365,2,60,35.98,71.96,0,Standing Order (ST),8318912,1,0,1,2018-05-21,0,O,1,15
201802,Q1,510132,0,6,8318912,33,365,2,60,35.98,71.96,0,Standing Order (ST),8318912,1,0,1,2018-05-21,0,O,1,15
201802,Q1,510132,0,3,8318912,33,365,2,60,35.98,71.96,2,Standing Order (ST),8318912,1,37555721,1,2018-05-21,71.96,O,1,15
201803,Q1,514278,1,1,8933172,33,366,10,1000,29,290,10,Purchase Order,8933172,1,37555184,1,2018-06-27,290,O,1,15
201802,Q1,510132,0,7,8318912,33,366,1,100,29,29,0,Standing Order (ST),8318912,1,0,1,2018-05-21,0,O,1,15
201802,Q1,510132,0,4,8318912,33,366,1,100,29,29,0,Standing Order (ST),8318912,1,0,1,2018-05-21,0,O,1,15
201802,Q1,510132,1,1,8318912,33,366,1,100,29,29,1,Standing Order (ST),8318912,1,37555721,1,2018-05-21,29,O,1,15
201803,Q1,513549,1,1,8932563,8,367,3,75,550,1650,3,Purchase Order,8932563,1,37554925,1,2018-06-20,1650,O,1,15
201801,Q1,506192,1,1,8926169,8,367,4,100,550,2200,4,Purchase Order,8926169,1,37552655,1,2018-04-18,2200,O,1,15
201801,Q1,505388,0,2,8925424,10,367,4,100,550,2200,0,Purchase Order,8925424,1,0,1,2018-04-11,0,O,1,15
201804,Q2,517963,0,3,8936445,10,374,2,2,90,180,0,Purchase Order,8936445,1,0,1,2018-07-30,0,O,1,15
201801,Q1,504978,1,1,8925120,10,375,3,3,90,270,3,Purchase Order,8925120,1,37552545,1,2018-04-06,270,F,1,15
201801,Q1,506697,1,1,8926493,10,376,5,5,90,450,5,Purchase Order,8926493,1,37553133,1,2018-04-23,270,O,1,15
201804,Q2,517963,0,2,8936445,10,377,2,2,90,180,0,Purchase Order,8936445,1,0,1,2018-07-30,0,O,1,15
201804,Q2,517963,1,1,8936445,10,378,1,1,90,90,0,Purchase Order,8936445,1,0,1,2018-07-30,0,O,1,15
201801,Q1,504978,0,2,8925120,10,379,2,2,90,180,2,Purchase Order,8925120,1,37552545,1,2018-04-06,180,F,1,15
201804,Q2,517917,1,2,8936424,12,380,2,2,45,90,0,Purchase Order,8936424,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517917,0,3,8936424,12,381,2,2,45,90,0,Purchase Order,8936424,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517917,0,1,8936424,12,382,2,2,45,90,0,Purchase Order,8936424,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517917,0,4,8936424,12,382,2,2,45,90,0,Purchase Order,8936424,1,0,1,2018-07-27,0,O,1,15
201801,Q1,506735,0,4,8926644,2,385,6,30,375,2250,6,Purchase Order,8926644,1,31054507,1,2018-04-23,2250,F,1,15
201802,Q1,510125,1,1,8929353,5,386,3,3,572.21,1716.63,3,Purchase Order,8929353,1,37077364,1,2018-05-21,1575,O,1,15
201802,Q1,509222,1,1,8928355,5,387,20,20,61.44,1228.8,20,Purchase Order,8928355,1,37077379,1,2018-05-14,1228.8,O,1,15
201804,Q2,518119,1,1,8936649,5,391,1,5,190,190,0,Purchase Order,8936649,1,0,1,2018-07-31,0,O,1,15
201804,Q2,516148,1,1,8934737,5,391,10,50,190,1900,10,Purchase Order,8934737,1,37078801,1,2018-07-12,1900,F,1,15
201803,Q1,512377,0,2,8931442,5,391,7,35,190,1330,7,Purchase Order,8931442,1,37077904,1,2018-06-11,1330,O,1,15
201802,Q1,510123,0,2,8929307,5,391,10,50,190,1900,10,Purchase Order,8929307,1,37077365,1,2018-05-21,1900,O,1,15
201802,Q1,510369,0,11,8929269,5,393,1,1,20,20,1,Purchase Order,8929269,1,37077476,1,2018-05-22,20,F,1,15
201802,Q1,510368,0,4,8929261,5,393,5,5,20,100,5,Purchase Order,8929261,1,37077389,1,2018-05-22,100,F,1,15
201802,Q1,510369,0,12,8929269,5,394,1,1,20,20,1,Purchase Order,8929269,1,37077476,1,2018-05-22,20,F,1,15
201802,Q1,510368,0,5,8929261,5,394,5,5,20,100,5,Purchase Order,8929261,1,37077698,1,2018-05-22,100,F,1,15
201802,Q1,510368,0,6,8929261,5,395,2,2,20,40,2,Purchase Order,8929261,1,37077698,1,2018-05-22,40,F,1,15
201802,Q1,510368,0,7,8929261,5,396,1,1,20,20,1,Purchase Order,8929261,1,37077389,1,2018-05-22,20,F,1,15
201802,Q1,510368,0,8,8929261,5,397,1,1,20,20,1,Purchase Order,8929261,1,37077389,1,2018-05-22,20,F,1,15
201802,Q1,510368,0,9,8929261,5,398,1,1,20,20,1,Purchase Order,8929261,1,37077389,1,2018-05-22,20,F,1,15
201802,Q1,510369,0,13,8929269,5,399,1,1,20,20,1,Purchase Order,8929269,1,37077699,1,2018-05-22,20,F,1,15
201802,Q1,510368,0,10,8929261,5,399,1,1,20,20,1,Purchase Order,8929261,1,37077389,1,2018-05-22,20,F,1,15
201802,Q1,510369,0,14,8929269,5,400,1,1,20,20,1,Purchase Order,8929269,1,37077476,1,2018-05-22,20,F,1,15
201802,Q1,510368,0,11,8929261,5,400,1,1,20,20,1,Purchase Order,8929261,1,37077698,1,2018-05-22,20,F,1,15
201803,Q1,513500,1,1,8932443,5,401,2,2,840,1680,2,Purchase Order,8932443,1,37078128,1,2018-06-20,1680,O,1,15
201801,Q1,506788,1,1,8926503,5,402,3,3,840,2520,3,Purchase Order,8926503,1,37076697,1,2018-04-23,2520,O,1,15
201801,Q1,506778,1,1,8926341,5,402,3,3,840,2520,3,Purchase Order,8926341,1,37076698,1,2018-04-23,2520,O,1,15
201803,Q1,513500,0,2,8932443,5,403,1,1,840,840,1,Purchase Order,8932443,1,37078128,1,2018-06-20,840,O,1,15
201801,Q1,506730,1,1,8926501,5,404,3,3,840,2520,3,Purchase Order,8926501,1,37076700,1,2018-04-23,2520,F,1,15
201802,Q1,509221,0,1,8928061,5,405,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,509221,0,2,8928061,5,406,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,3,8928061,5,407,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,510124,0,5,8929325,5,408,1,1,33,33,1,Purchase Order,8929325,1,37077572,1,2018-05-21,33,O,1,15
201802,Q1,510124,0,6,8929325,5,409,1,1,33,33,1,Purchase Order,8929325,1,37077572,1,2018-05-21,33,O,1,15
201802,Q1,509221,0,4,8928061,5,410,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,509221,0,6,8928061,5,411,3,3,33,99,3,Purchase Order,8928061,1,37077309,1,2018-05-14,99,O,1,15
201802,Q1,509221,0,54,8928061,5,411,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,5,8928061,5,411,5,5,33,165,5,Purchase Order,8928061,1,37077309,1,2018-05-14,165,O,1,15
201802,Q1,509221,0,7,8928061,5,412,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,510124,0,7,8929325,5,413,1,1,33,33,1,Purchase Order,8929325,1,37077572,1,2018-05-21,33,O,1,15
201802,Q1,510124,0,14,8929325,5,413,1,1,33,33,1,Purchase Order,8929325,1,37077572,1,2018-05-21,33,O,1,15
201802,Q1,509221,0,8,8928061,5,415,10,10,33,330,10,Purchase Order,8928061,1,37077309,1,2018-05-14,330,O,1,15
201802,Q1,509221,0,56,8928061,5,415,3,3,33,99,3,Purchase Order,8928061,1,37077309,1,2018-05-14,99,O,1,15
201802,Q1,509221,0,55,8928061,5,415,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,509221,0,10,8928061,5,416,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,509221,0,9,8928061,5,416,4,4,33,132,4,Purchase Order,8928061,1,37077309,1,2018-05-14,132,O,1,15
201802,Q1,510124,0,8,8929325,5,417,1,1,33,33,1,Purchase Order,8929325,1,37077572,1,2018-05-21,33,O,1,15
201802,Q1,509221,1,11,8928061,5,418,7,7,33,231,7,Purchase Order,8928061,1,37077309,1,2018-05-14,231,O,1,15
201802,Q1,509221,0,12,8928061,5,419,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,509221,0,13,8928061,5,419,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,14,8928061,5,420,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,510124,0,9,8929325,5,421,1,1,33,33,1,Purchase Order,8929325,1,37077572,1,2018-05-21,33,O,1,15
201802,Q1,509221,0,15,8928061,5,422,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,510124,0,10,8929325,5,423,2,2,33,66,2,Purchase Order,8929325,1,37077572,1,2018-05-21,66,O,1,15
201802,Q1,510124,0,11,8929325,5,424,2,2,33,66,2,Purchase Order,8929325,1,37077572,1,2018-05-21,66,O,1,15
201802,Q1,510371,1,1,8929300,5,425,1,1,350,350,1,Purchase Order,8929300,1,37077475,1,2018-05-22,350,F,1,15
201802,Q1,510371,0,2,8929300,5,426,1,1,350,350,1,Purchase Order,8929300,1,37077475,1,2018-05-22,350,F,1,15
201802,Q1,510371,0,3,8929300,5,427,1,1,350,350,1,Purchase Order,8929300,1,37077475,1,2018-05-22,350,F,1,15
201802,Q1,510370,0,8,8929293,5,428,1,1,350,350,1,Purchase Order,8929293,1,37077474,1,2018-05-22,350,O,1,15
201802,Q1,510370,0,9,8929293,5,429,1,1,350,350,1,Purchase Order,8929293,1,37077474,1,2018-05-22,350,O,1,15
201802,Q1,510368,0,14,8929261,5,430,3,3,350,1050,3,Purchase Order,8929261,1,37077389,1,2018-05-22,1050,F,1,15
201802,Q1,510369,0,15,8929269,5,431,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510370,0,10,8929293,5,432,2,2,350,700,2,Purchase Order,8929293,1,37077474,1,2018-05-22,700,O,1,15
201802,Q1,510368,0,15,8929261,5,433,2,2,350,700,2,Purchase Order,8929261,1,37077389,1,2018-05-22,700,F,1,15
201802,Q1,510369,0,16,8929269,5,434,4,4,350,1400,4,Purchase Order,8929269,1,37077699,1,2018-05-22,1400,F,1,15
201802,Q1,510368,0,16,8929261,5,435,5,5,350,1750,5,Purchase Order,8929261,1,37077389,1,2018-05-22,1750,F,1,15
201802,Q1,510370,0,11,8929293,5,436,2,2,350,700,2,Purchase Order,8929293,1,37077474,1,2018-05-22,700,O,1,15
201802,Q1,510370,0,12,8929293,5,437,1,1,350,350,1,Purchase Order,8929293,1,37077474,1,2018-05-22,350,O,1,15
201802,Q1,510370,0,13,8929293,5,438,1,1,350,350,1,Purchase Order,8929293,1,37077474,1,2018-05-22,350,O,1,15
201802,Q1,510370,0,14,8929293,5,439,1,1,350,350,1,Purchase Order,8929293,1,37077474,1,2018-05-22,350,O,1,15
201802,Q1,510370,0,15,8929293,5,440,4,4,350,1400,4,Purchase Order,8929293,1,37077474,1,2018-05-22,1400,O,1,15
201802,Q1,510369,0,17,8929269,5,440,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510370,0,16,8929293,5,441,1,1,350,350,1,Purchase Order,8929293,1,37077474,1,2018-05-22,350,O,1,15
201802,Q1,510369,0,18,8929269,5,441,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510369,0,19,8929269,5,442,2,2,350,700,2,Purchase Order,8929269,1,37077476,1,2018-05-22,700,F,1,15
201802,Q1,510368,0,17,8929261,5,442,1,1,350,350,1,Purchase Order,8929261,1,37077389,1,2018-05-22,350,F,1,15
201802,Q1,510370,0,17,8929293,5,443,2,2,350,700,2,Purchase Order,8929293,1,37077474,1,2018-05-22,700,O,1,15
201802,Q1,510368,0,18,8929261,5,443,1,1,350,350,1,Purchase Order,8929261,1,37077389,1,2018-05-22,350,F,1,15
201802,Q1,510371,0,4,8929300,5,444,1,1,350,350,1,Purchase Order,8929300,1,37077475,1,2018-05-22,350,F,1,15
201802,Q1,510371,0,5,8929300,5,445,2,2,350,700,2,Purchase Order,8929300,1,37077475,1,2018-05-22,700,F,1,15
201802,Q1,510371,0,6,8929300,5,446,1,1,350,350,1,Purchase Order,8929300,1,37077475,1,2018-05-22,350,F,1,15
201802,Q1,510371,0,7,8929300,5,447,1,1,350,350,1,Purchase Order,8929300,1,37077475,1,2018-05-22,350,F,1,15
201802,Q1,510371,0,8,8929300,5,448,2,2,350,700,2,Purchase Order,8929300,1,37077475,1,2018-05-22,700,F,1,15
201802,Q1,510369,0,20,8929269,5,448,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510368,1,19,8929261,5,449,3,3,350,1050,3,Purchase Order,8929261,1,37077389,1,2018-05-22,1050,F,1,15
201802,Q1,510371,0,9,8929300,5,450,1,1,350,350,1,Purchase Order,8929300,1,37077475,1,2018-05-22,350,F,1,15
201802,Q1,510371,0,10,8929300,5,451,1,1,350,350,1,Purchase Order,8929300,1,37077475,1,2018-05-22,350,F,1,15
201802,Q1,510370,1,1,8929293,5,452,2,2,350,700,2,Purchase Order,8929293,1,37077474,1,2018-05-22,700,O,1,15
201802,Q1,510370,0,2,8929293,5,453,2,2,350,700,2,Purchase Order,8929293,1,37077474,1,2018-05-22,700,O,1,15
201802,Q1,510370,0,3,8929293,5,454,2,2,350,700,2,Purchase Order,8929293,1,37077474,1,2018-05-22,700,O,1,15
201802,Q1,510370,0,4,8929293,5,455,2,2,350,700,2,Purchase Order,8929293,1,37077474,1,2018-05-22,700,O,1,15
201802,Q1,510370,0,6,8929293,5,456,1,1,350,350,1,Purchase Order,8929293,1,37077474,1,2018-05-22,350,O,1,15
201802,Q1,510370,0,5,8929293,5,456,1,1,350,350,1,Purchase Order,8929293,1,37077474,1,2018-05-22,350,O,1,15
201802,Q1,510369,0,21,8929269,5,456,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510370,0,7,8929293,5,457,2,2,350,700,2,Purchase Order,8929293,1,37077474,1,2018-05-22,700,O,1,15
201802,Q1,510369,0,22,8929269,5,457,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510369,0,23,8929269,5,457,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510369,1,1,8929269,5,457,2,2,350,700,2,Purchase Order,8929269,1,37077476,1,2018-05-22,700,F,1,15
201802,Q1,510369,0,2,8929269,5,458,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510369,0,4,8929269,5,459,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510369,0,3,8929269,5,459,4,4,350,1400,4,Purchase Order,8929269,1,37077476,1,2018-05-22,1400,F,1,15
201802,Q1,510369,0,6,8929269,5,460,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,510369,0,5,8929269,5,460,1,1,350,350,1,Purchase Order,8929269,1,37077476,1,2018-05-22,350,F,1,15
201802,Q1,509221,0,63,8928061,5,461,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,60,8928061,5,462,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,61,8928061,5,463,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,16,8928061,5,464,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,17,8928061,5,465,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,509221,0,18,8928061,5,466,3,3,33,99,3,Purchase Order,8928061,1,37077309,1,2018-05-14,99,O,1,15
201802,Q1,509221,0,20,8928061,5,467,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,19,8928061,5,467,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,21,8928061,5,468,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,22,8928061,5,469,3,3,33,99,3,Purchase Order,8928061,1,37077309,1,2018-05-14,99,O,1,15
201802,Q1,509221,0,49,8928061,5,470,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,510124,0,15,8929325,5,471,4,4,33,132,0,Purchase Order,8929325,1,0,1,2018-05-21,0,O,1,15
201802,Q1,509221,0,57,8928061,5,471,4,4,33,132,4,Purchase Order,8928061,1,37077309,1,2018-05-14,132,O,1,15
201802,Q1,509221,0,23,8928061,5,472,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,24,8928061,5,473,5,5,33,165,5,Purchase Order,8928061,1,37077309,1,2018-05-14,165,O,1,15
201802,Q1,509221,0,25,8928061,5,473,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,50,8928061,5,473,3,3,33,99,3,Purchase Order,8928061,1,37077309,1,2018-05-14,99,O,1,15
201802,Q1,509221,0,26,8928061,5,474,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,27,8928061,5,475,4,4,33,132,4,Purchase Order,8928061,1,37077309,1,2018-05-14,132,O,1,15
201802,Q1,509221,0,30,8928061,5,476,5,5,33,165,5,Purchase Order,8928061,1,37077309,1,2018-05-14,165,O,1,15
201802,Q1,509221,0,29,8928061,5,476,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,509221,0,28,8928061,5,476,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,31,8928061,5,477,5,5,33,165,5,Purchase Order,8928061,1,37077309,1,2018-05-14,165,O,1,15
201802,Q1,509221,0,32,8928061,5,478,2,2,33,66,2,Purchase Order,8928061,1,37077309,1,2018-05-14,66,O,1,15
201802,Q1,509221,0,33,8928061,5,479,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,34,8928061,5,480,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
201802,Q1,509221,0,35,8928061,5,481,1,1,33,33,1,Purchase Order,8928061,1,37077309,1,2018-05-14,33,O,1,15
