product_code,description,unit,unit_desc,units_in_each,unit_price,nhs_supply_chain_code,bunzl_product_code,unipro_code,tenant_id,supplier_id,group_id,tax_code,eclass,contract_id
990061-055,Sheath 990061-055 Arrive,BX,Box 1,1,100,,,,1,2,10,1,14,671
NCEUP3512X,Balloon Nceup3512x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP3515X,Balloon Nceup3515x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP3015X,Balloon Nceup3015x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP3012X,Balloon Nceup3012x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP4012X,Balloon Nceup4012x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
SPL25015X,Bln Spl25015x Sprinterlegend 2.5x15 Rxm,BX,Box 1,1,35,,,,1,2,2,1,3,672
NCEUP3508X,Balloon Nceup3508x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP4008X,Balloon Nceup4008x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP2515X,Balloon Nceup2515x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP2520X,Balloon Nceup2520x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP2020X,"Balloon, Nceup2020x, Nceuphora, Rx",BX,Box 1,1,41.8,,,,1,2,2,1,3,672
NCEUP2512X,Balloon Nceup2512x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP2015X,Balloon Nceup2015x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP2012X,Balloon Nceup2012x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP3520X,Balloon Nceup3520x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
SPL25030X,Bln Spl25030x Sprinter Legend 2.5x30 Rx,BX,Box 1,1,35,,,,1,2,2,1,3,672
NCEUP3020X,"Balloon, Nceup3020x, Nceuphora, Rx",EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP3008X,Balloon Nceup3008x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP4015X,Balloon Nceup4015x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
NCEUP4020X,Balloon Nceup4020x Nceuphora Rx,BX,Box 1,1,41.8,,,,1,2,2,1,3,672
NCEUP2008X,Balloon Nceup2008x Nceuphora Rx,EA,Single,1,41.8,,,,1,2,2,1,3,672
RONYX35038X,Des Ronyx35038x Resolute Onyx 3.50x38x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30038X,Des Ronyx30038x Resolute Onyx 3.00x38x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30030X,Des Ronyx30030x Resolute Onyx 3.00x30x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX35030X,Des Ronyx35030x Resolute Onyx 3.50x30x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX35026X,Des Ronyx35026x Resolute Onyx 3.50x26x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX35022X,Des Ronyx35022x Resolute Onyx 3.50x22x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX35018X,Des Ronyx35018x Resolute Onyx 3.50x18x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX35015X,Des Ronyx35015x Resolute Onyx 3.50x15x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30026X,Des Ronyx30026x Resolute Onyx 3.00x26x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30022X,Des Ronyx30022x Resolute Onyx 3.00x22x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30018X,Des Ronyx30018x Resolute Onyx 3.00x18x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30015X,Des Ronyx30015x Resolute Onyx 3.00x15x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX40038X,Des Ronyx40038x Resolute Onyx 4.00x38x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX40034X,Des Ronyx40034x Resolute Onyx 4.00x34x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX40030X,Des Ronyx40030x Resolute Onyx 4.00x30x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX40022X,Des Ronyx40022x Resolute Onyx 4.00x22x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX40015X,Des Ronyx40015x Resolute Onyx 4.00x15x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX27538X,Des Ronyx27538x Resolute Onyx 2.75x38x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX27534X,Des Ronyx27534x Resolute Onyx 2.75x34x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX27530X,Des Ronyx27530x Resolute Onyx 2.75x30x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX27526X,Des Ronyx27526x Resolute Onyx 2.75x26x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX27522X,Des Ronyx27522x Resolute Onyx 2.75x22x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX27518X,Des Ronyx27518x Resolute Onyx 2.75x18x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX27515X,Des Ronyx27515x Resolute Onyx 2.75x15x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX35034X,Des Ronyx35034x Resolute Onyx 3.50x34x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30034X,Des Ronyx30034x Resolute Onyx 3.00x34x,EA,Single,1,269.8,,,,1,2,15,1,17,672
INT27508X,Stent Int27508x Integrity 2.75x08rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT25008X,Stent Int25008x Integrity 2.50x08rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT22530X,Stent Int22530x Integrity 2.25x30rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT22518X,Stent Int22518x Integrity 2.25x18rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT22514X,Stent Int22514x Integrity 2.25x14rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT35022X,Stent Int35022x Integrity 3.50x22rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT35012X,Stent Int35012x Integrity 3.50x12rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT30015X,Stent Int30015x Integrity 3.00x15rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT30009X,Stent Int30009x Integrity 3.00x09rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT27514X,Stent Int27514x Integrity 2.75x14rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT40015X,Stent Int40015x Integrity 4.00x15rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT40012X,Stent Int40012x Integrity 4.00x12rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT40009X,Stent Int40009x Integrity 4.00x09rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT40030X,Stent Int40030x Integrity 4.00x30rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
INT22508X,Stent Int22508x Integrity 2.25x08rx,BX,Box 1,1,0,,,,1,2,15,1,17,672
RONYX40026X,Des Ronyx40026x Resolute Onyx 4.00x26x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX40012X,Des Ronyx40012x Resolute Onyx 4.00x12x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX40008X,Des Ronyx40008x Resolute Onyx 4.00x08x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX25026X,Des Ronyx25026x Resolute Onyx 2.50x26x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX25022X,Des Ronyx25022x Resolute Onyx 2.50x22x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30012X,Des Ronyx30012x Resolute Onyx 3.00x12x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX20012X,Des Ronyx20012x Resolute Onyx 2.00x12x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX25030X,Des Ronyx25030x Resolute Onyx 2.50x30x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX27512X,Des Ronyx27512x Resolute Onyx 2.75x12x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX30008X,Des Ronyx30008x Resolute Onyx 3.00x08x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX40018X,Des Ronyx40018x Resolute Onyx 4.00x18x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX35012X,Des Ronyx35012x Resolute Onyx 3.50x12x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX35008X,Des Ronyx35008x Resolute Onyx 3.50x08x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX22518X,Des Ronyx22518x Resolute Onyx 2.25x18x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX22515X,Des Ronyx22515x Resolute Onyx 2.25x15x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX22508X,Des Ronyx22508x Resolute Onyx 2.25x08x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX45022X,Des Ronyx45022x Resolute Onyx 4.50x22x,BX,Box 1,1,269.8,,,,1,2,15,1,17,672
RONYX25015X,Des Ronyx25015x Resolute Onyx 2.50x15x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX20015X,Des Ronyx20015x Resolute Onyx 2.00x15x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX22526X,Des Ronyx22526x Resolute Onyx 2.25x26x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX22522X,Des Ronyx22522x Resolute Onyx 2.25x22x,EA,Single,1,269.8,,,,1,2,15,1,17,672
RONYX50015X,Des Ronyx50015x Resolute Onyx 5.00x15x,BX,Box 1,1,269.8,,,,1,2,15,1,17,672
RONYX50012X,Des Ronyx50012x Resolute Onyx 5.00x12x,BX,Box 1,1,269.8,,,,1,2,15,1,17,672
RONYX45018X,Des Ronyx45018x Resolute Onyx 4.50x18x,BX,Box 1,1,269.8,,,,1,2,15,1,17,672
RONYX45015X,Des Ronyx45015x Resolute Onyx 4.50x15x,BX,Box 1,1,269.8,,,,1,2,15,1,17,672
LA6EBU35,"Catheter La 6f 100cmeb35 , Catheter-cor-guiding (model Number La6ebu35)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6IMA,"Catheter La 6f 100cmima , Catheter-cor-guiding (model Number La6ima)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA7JL40,"Catheter La 7f 100cmjl40 , Catheter-cor-guiding (model Number La7jl40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5LCB,"Catheter La 5f 100cmlcb , Catheter-cor-guiding (model Number La5lcb)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5JL30,"Catheter La 5f 100cmjl30 , Catheter-cor-guiding (model Number La5jl30)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6JL30,"Catheter La 6f 100cmjl30 , Catheter-cor-guiding (model Number La6jl30)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5EBU35,"Catheter La 5f 100cmeb35 , Catheter-cor-guiding (model Number La5ebu35)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5AL20,"Catheter La 5f 100cmal20 , Catheter-cor-guiding (model Number La5al20)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5JR40,"Catheter La 5f 100cmjr40 , Catheter-cor-guiding (model Number La5jr40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6JR40SH,"Catheter La 6f 100cmjr40 , Catheter-cor-guiding (model Number La6jr40sh)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5AL10,"Catheter La 5f 100cmal10 , Catheter-cor-guiding (model Number La5al10)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6JL35,"Catheter La 6f 100cmjl35 , Catheter-cor-guiding (model Number La6jl35)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6JL40,"Catheter La 6f 100cmjl40 , Catheter-cor-guiding (model Number La6jl40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5EBU40,"Catheter La 5f 100cmeb40 , Catheter-cor-guiding (model Number La5ebu40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6AL20,"Catheter La 6f 100cmal20 , Catheter-cor-guiding (model Number La6al20)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6AL10,"Catheter La 6f 100cmal10 , Catheter-cor-guiding (model Number La6al10)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6JR40,"Catheter La 6f 100cmjr40 , Catheter-cor-guiding (model Number La6jr40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6AR20,"Catheter La 6f 100cmar20 , Catheter-cor-guiding (model Number La6ar20)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6AR10,"Catheter La 6f 100cmar10 , Catheter-cor-guiding (model Number La6ar10)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6MB1,"Catheter La 6f 100cmmb1 , Catheter-cor-guiding (model Number La6mb1)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6EBU40,"Catheter La 6f 100cmeb40 , Catheter-cor-guiding (model Number La6ebu40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6LCB,"Catheter La 6f 100cmlcb , Catheter-cor-guiding (model Number La6lcb)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6RCB,"Catheter La 6f 100cmrcb , Catheter-cor-guiding (model Number La6rcb)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5AR20,"Catheter La 5f 100cmar20 , Catheter-cor-guiding (model Number La5ar20)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5AR10,"Catheter La 5f 100cmar10 , Catheter-cor-guiding (model Number La5ar10)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5IMA,"Catheter La 5f 100cmima , Catheter-cor-guiding (model Number La5ima)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5JL35,"Catheter La 5f 100cmjl35 , Catheter-cor-guiding (model Number La5jl35)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA7JR40,"Catheter La 7f 100cmjr40 , Catheter-cor-guiding (model Number La7jr40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA7EBU35,"Catheter La 7f 100cmeb35 , Catheter-cor-guiding (model Number La7ebu35)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6AL75,"Catheter La 6f 100cmal75 , Catheter-cor-guiding (model Number La6al75)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6AL30,"Catheter La 6f 100cmal30 , Catheter-cor-guiding (model Number La6al30)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5AL75,"Catheter La 5f 100cmal75 , Catheter-cor-guiding (model Number La5al75)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA7AL75,"Catheter La 7f 100cmal75 , Catheter-cor-guiding (model Number La7al75)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6JR50SH,"Catheter La 6f 100cmjr50 , Catheter-cor-guiding (model Number La6jr50sh)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6JR35,"Catheter La 6f 100cmjr35 , Catheter-cor-guiding (model Number La6jr35)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA5JR35,"Catheter La 5f 100cmjr35 , Catheter-cor-guiding (model Number La5jr35)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6AL10SH,"Catheter La 6f 100cmal10 , Catheter-cor-guiding (model Number La6al10sh)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA8AL75,"Catheter La 8f 100cmal75 , Catheter-cor-guiding (model Number La8al75)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA8JR40,"Catheter La 8f 100cmjr40 , Catheter-cor-guiding (model Number La8jr40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
EUP2010X,Balloon Eup2010x Euphora Rx,BX,Box 1,1,41.8,,,,1,2,1,1,2,672
EUP2510X,Balloon Eup2510x Euphora Rx,BX,Box 1,1,41.8,,,,1,2,1,1,2,672
EUP3012X,Balloon Eup3012x Euphora Rx,BX,Box 1,1,41.8,,,,1,2,1,1,2,672
LA7AR20,"Catheter La 7f 100cmar20 , Catheter-cor-guiding (model Number La7ar20)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA6EBU45,"Catheter La 6f 100cmeb45 , Catheter-cor-guiding (model Number La6ebu45)",BX,Box 1,1,19,,,,1,2,1,1,2,672
EUP2530X,Balloon Eup2530x Euphora Rx,BX,Box 1,1,41.8,,,,1,2,1,1,2,672
LA8JL40,"Catheter La 8f 100cmjl40 , Catheter-cor-guiding (model Number La8jl40)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA8AL10,"Catheter La 8f 100cmal10 , Catheter-cor-guiding (model Number La8al10)",BX,Box 1,1,19,,,,1,2,1,1,2,672
LA7JL35,"Catheter La 7f 100cmjl35 , Catheter-cor-guiding (model Number La7jl35)",BX,Box 1,1,19,,,,1,2,1,1,2,672
MAX-N-I,Adhesive Sensor Nellcor(tm) Oximax(tm) For Neonatal <10 Kg Or For Adult >40 Kg International Latex Free Sterile - Max-n-i,CS,Case 24,24,125.04,,,,1,2,8,1,57,673
W3441,Monocryl Uc Vio 70cm M3,BX,Box 12,12,20.98,,,,1,6,13,1,25,674
W9463,Vicryl Ct Vio 90cm M3,BX,Box 12,12,23.95,,,,1,6,13,1,25,674
W338H,Silk Blk 75cm M4,BX,Box 36,36,46.73,,,,1,6,13,1,25,674
W9717,Vicryl Und 75cm M2,BX,Box 12,12,19.51,,,,1,6,13,1,25,674
W9130,Vicryl Ct Vio 75cm M2,BX,Box 12,12,19.51,,,,1,6,13,1,25,674
W9506T,Vicryl Und 45cm M1.5,BX,Box 24,24,56.68,,,,1,6,13,1,25,674
W9718,Vicryl Ct Ud 75cm M3,BX,Box 12,12,19.61,,,,1,6,13,1,25,674
W552,Silk Blk 75cm M3.5,BX,Box 12,12,14.21,,,,1,6,13,1,25,674
AGP140002,Fielder Xt 190cm Straight,BX,Box 5,5,450,,,,1,10,3,1,4,675
AG14M050,Miracle 3 / Miraclebros 3 180cm Straight (pack 5),BX,Box 5,5,450,,,,1,10,1,1,11,675
AG14M070,Miracle 12 / Miraclebros 12 180cm Straight,BX,Box 5,5,550,,,,1,10,1,1,11,675
CSR135-26P5,Cosair Pro Microcatheter 135cm (Supplied in units of 5),BX,Box 5,5,1825,,,,1,10,15,1,17,676
CSR150-26P5,Corsair Pro Microcatheter 150cm (supplied in units of 5),BX,Box 5,5,2500,,,,1,10,1,1,11,676
